District,Households_Rural,Housholds_Rural_Liavable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Housholds_Urban_Liavable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Bhopal,118893.0,55404.138,5112.398999999999,25561.995,581826.0,175129.62600000002,15127.476,488152.0140000001
Sehore,270427.0,117906.17200000002,17848.182,58682.65899999999,59220.0,18535.86,1480.5,46843.020000000004
Raisen,251272.0,116590.20799999998,18091.584000000003,46485.32,74441.0,27096.524,2977.64,53597.520000000004
Betul,318945.0,145438.92,15309.36,41143.905,87704.0,26574.312,2631.12,62796.064
Harda,112714.0,47565.30800000001,8678.978000000001,43169.46199999999,31845.0,8438.925,1401.18,25253.085
Hoshangabad,209650.0,92036.35,21384.3,70861.7,105746.0,30349.102,3595.3639999999996,85231.276
Katni,276151.0,128410.215,12150.644000000002,23748.986,72880.0,20843.68,1749.1200000000001,47955.04
Jabalpur,272284.0,125795.20800000001,15520.188,72972.11200000001,352477.0,103628.238,10221.832999999999,282686.554
Narsimhapur,230659.0,112792.251,22604.582000000002,63431.225,53059.0,17880.883,3130.481,38096.362
Dindori,218021.0,111626.75200000001,5886.567000000001,8066.777000000001,9774.0,3684.7980000000007,537.57,5405.022
Mandla,279674.0,120819.168,12025.982,18738.158,37258.0,10655.788,1490.32,24254.958
Chhindwara,413142.0,207810.42599999998,21070.242,50816.46600000001,140802.0,47168.67,5209.674,93351.726
Seoni,335045.0,151105.295,16417.205,50926.840000000004,47542.0,13169.134,1663.97,35133.538
Balaghat,400074.0,153228.342,21603.996000000003,46808.657999999996,70793.0,20813.142,2406.962,44670.383
Guna,212765.0,104680.38,6170.185,15744.61,72320.0,24299.52,2386.56,43102.72
Ashoknagar,169606.0,74626.64,4579.362,11872.42,37135.0,14037.03,631.295,20907.005
Shahdol,233594.0,103248.54800000001,6774.226,17753.144,57846.0,16891.032,1561.842,36847.902
Anuppur,344332.189274448,126714.24565299686,6542.311596214512,15150.616328075716,172779.82417582418,43194.956043956045,3801.1561318681324,98311.71995604396
Sidhi,250953.0,95864.04600000002,4768.107,10289.073,25916.0,6945.488,388.74,12698.84
Singrauli,228732.0,101557.00799999999,4345.908,5032.104,58593.0,15878.703000000001,1523.4180000000001,30526.953000000005
Jhabua,211080.0,132136.08000000002,10765.08,12242.64,24713.0,6301.8150000000005,444.834,18979.584
Alirajpur,135866.0,84372.786,5434.64,6793.3,14662.0,4369.276000000001,381.21200000000005,11040.485999999999
Khandwa (East Nimar),265663.0,139207.41199999998,21253.04,46225.361999999994,63425.0,19725.175,2790.7000000000003,43953.525
Burhanpur,115979.0,56133.835999999996,7422.656000000001,21456.115,62861.0,26213.037000000004,2451.579,43122.646
Kachchh,488293.0,124026.42199999999,5371.223000000001,240240.15600000002,250982.0,53710.148,2509.82,220613.178
Banas Kantha,666773.0,258707.924,26670.920000000002,114018.183,137424.0,32706.912000000004,2061.36,107190.72
Patan,301483.0,112453.15899999999,11456.354,108232.397,102655.0,26177.025,1539.825,84587.72
Mahesana,476005.0,156129.63999999998,12376.130000000001,211346.22,183738.0,40054.884,2388.594,156177.30000000002
Sabar Kantha,544024.0,223593.86400000003,11424.504,169191.46400000004,121509.0,32928.939000000006,1944.1440000000002,93197.403
Gandhinagar,237624.0,86970.384,5465.352,101703.072,195634.0,47734.695999999996,2543.242,158072.272
Ahmadabad,353169.0,143033.445,7063.38,116192.601,1845383.0,441046.53699999995,11072.298,1699597.7429999998
Surendranagar,340788.0,124046.832,7838.123999999999,70883.90400000001,159810.0,38034.78,2237.34,111867.0
Rajkot,459474.0,130490.616,6892.110000000001,202168.56,721532.0,158015.508,7936.852000000001,624125.18
Jamnagar,347158.0,104494.558,5554.528,120810.98399999998,299167.0,68808.41,2991.67,250701.946
Porbandar,96015.0,29188.56,2208.345,37541.865,87557.0,21539.022,1138.241,67769.118
Junagadh,489237.0,159980.49900000004,8317.029,225049.02000000002,287506.0,68713.934,4025.084,246392.642
Amreli,313714.0,90663.346,5333.137999999999,163444.994,116899.0,28874.053,1168.99,91648.81600000002
Bhavnagar,387251.0,128567.33200000001,5808.765,124307.571,356826.0,91704.28199999999,3925.0860000000002,291170.016
Anand,413078.0,170601.21399999998,8674.638,170601.21399999998,208909.0,54525.249,2715.817,173394.47
Kheda,461479.0,194744.138,11536.975,117215.666,160547.0,40136.75,2408.205,126029.395
Panch Mahals,463363.0,233534.952,12047.438,78771.71,104238.0,25434.071999999996,1146.6180000000002,87664.158
Dohad,323697.0,192599.715,6797.637000000001,19745.517,52807.0,12462.452000000003,580.8770000000001,37915.426
Vadodara,547454.0,251828.84,10949.08,156024.39,692971.0,137901.229,5543.768000000001,636840.349
Narmada,138121.0,60635.119,1795.5730000000003,22099.36,22248.0,7497.576000000001,422.712,16619.256
Bharuch,300677.0,114858.614,4510.155,137710.066,181319.0,36626.438,1087.914,162099.18600000002
The Dangs,52102.0,18913.025999999998,573.1220000000001,13181.806,7516.0,2014.2880000000002,52.612,4344.248
Navsari,267739.0,92369.955,3748.346,119143.855,141417.0,28283.4,1272.7530000000002,121194.369
Valsad,262410.0,104176.77,3411.33,72425.16,235981.0,58051.32600000001,2123.829,179345.56
Surat,369840.0,114280.56,4438.08,184550.16,1529998.0,302939.60400000005,7649.99,1435138.124
Tapi,192272.0,69794.736,1922.72,44222.56,26217.0,7812.666,209.73600000000002,20318.175
Diu,9788.0,1243.076,29.364,4238.204,9062.0,969.634,18.124000000000002,6769.314
Daman,10006.0,2641.584,90.054,5733.437999999999,61073.0,22658.083000000002,366.438,53011.363999999994
Dadra and Nagar Haveli,48221.0,21940.555,385.76800000000003,12778.565,60562.0,12596.896,121.12400000000002,49236.905999999995
Nandurbar,333440.0,163052.16,13004.16,74357.12,71572.0,20899.024,2361.8759999999997,45448.22
Dhule,382777.0,143158.598,13014.418000000001,71579.299,146013.0,33144.951,2336.208,95346.489
Jalgaon,796223.0,309730.747,43792.265,179946.39800000002,373565.0,101236.115,6350.6050000000005,242443.68500000006
Buldana,575405.0,269864.945,38552.135,167442.855,152787.0,52558.728,5347.545,93047.283
Akola,308158.0,146375.05000000002,21879.217999999997,95220.822,196077.0,66274.026,7254.849,141763.671
Washim,274925.0,127290.27500000001,18419.975000000002,75604.375,55921.0,19963.797000000002,1453.9460000000001,37634.833
Amravati,508921.0,226978.76600000003,33588.786,209166.53100000002,272894.0,85415.82200000001,7913.926,214494.68399999998
Wardha,268486.0,117328.38200000001,25506.170000000002,126725.392,120218.0,28852.32,4448.066000000001,94250.91200000001
Nagpur,430844.0,168029.16,35760.052,198619.08400000003,877522.0,207972.71399999998,24570.615999999998,789769.8
Bhandara,283843.0,123755.54800000001,22991.283,158384.394,72575.0,18143.75,2467.55,61180.725
Gondiya,319702.0,128839.906,16624.504,151858.45,66813.0,18039.510000000002,2204.829,51646.44899999999
Gadchiroli,293586.0,125067.636,25541.981999999996,65176.092000000004,37254.0,10058.58,1490.16,24550.386000000002
Chandrapur,451324.0,186396.812,50548.288,131335.284,233331.0,58799.412000000004,7933.254000000001,167298.32700000002
Yavatmal,629243.0,295114.967,50968.683,137174.97400000002,168889.0,49484.477000000006,6586.671,115182.29800000001
Nanded,591119.0,302652.928,46107.282,113494.848,230563.0,80697.05,9222.52,168772.116
Hingoli,242456.0,113226.95200000002,14547.36,65220.664,41913.0,16220.331000000002,1299.303,27536.841
Parbhani,293480.0,138816.04,24358.84,39032.840000000004,133759.0,47885.721999999994,5885.396000000001,89484.77100000002
Jalna,404746.0,165945.86000000002,27927.474000000006,118185.832,98084.0,35800.66,3040.6040000000003,68854.968
Nashik,904661.0,312108.045,50661.015999999996,265065.673,764271.0,185717.853,19106.775,528111.2609999999
Thane,713994.0,262749.792,41411.651999999995,283455.618,2904157.0,630202.069,31945.727000000003,2163596.965
Pune,1165718.0,278606.602,57120.182,720413.7239999999,2056739.0,429858.45099999994,26737.607000000004,1655674.895
Ahmadnagar,1041393.0,318666.25800000003,77063.08200000001,407184.66300000006,282011.0,65144.541000000005,7050.275000000001,207560.096
Bid,563114.0,230876.74,45049.12,86719.556,135457.0,41720.756,3928.253,93600.787
Latur,428616.0,171875.01600000003,24431.112,106296.76800000001,157016.0,48046.89600000001,4082.4160000000006,122315.464
Osmanabad,367158.0,140254.35600000003,22763.796000000002,81509.076,77832.0,24594.912000000004,2179.296,44986.896
Solapur,779929.0,230858.98400000003,60834.462,250357.20900000003,376302.0,115901.016,7149.737999999999,229167.918
Satara,774522.0,215317.116,41049.666000000005,542939.922,200949.0,41596.443,5425.6230000000005,151515.54600000003
Ratnagiri,538538.0,154560.406,22080.057999999997,361897.536,100824.0,16736.784000000003,1915.6559999999997,82675.68000000001
Sindhudurg,295847.0,81653.772,13608.962,220110.168,44989.0,10707.382,1349.67,39050.452
Kolhapur,796496.0,193548.52800000002,15929.92,592593.0240000001,382818.0,84985.596,4593.816,285965.04600000003
Sangli,626872.0,171762.928,31970.471999999998,379257.56,226801.0,57380.653,5443.224,175997.57599999997
Adilabad,597466.0,213295.36200000002,38835.29,82450.308,220248.0,51758.28,6166.9439999999995,155715.336
Nizamabad,565165.0,179722.47,24302.095,166158.51,155133.0,39403.782,3412.9260000000004,132638.715
Karimnagar,877236.0,284224.464,44739.036,300014.71200000006,288044.0,60489.24,5184.792,243109.13600000003
Medak,593653.0,205403.93800000002,26120.732000000004,188781.65400000004,195479.0,37922.926,2345.748,165375.234
Rangareddy,432098.0,110184.99,9506.156,187962.63,1129224.0,182934.288,7904.567999999999,1084055.04
Mahbubnagar,848963.0,261480.60400000002,52635.706000000006,151964.377,161052.0,30599.88,2737.8839999999996,125781.612
Nalgonda,833504.0,285058.368,49176.736000000004,265887.77599999995,197433.0,47976.219000000005,3356.361,160315.59600000002
Warangal,758738.0,294390.344,64492.73,225345.186,288249.0,68315.013,8359.221,237517.176
Khammam,669262.0,226879.818,34801.623999999996,250303.988,201363.0,45508.03800000001,4429.986000000001,171964.00200000004
Srikakulam,752752.0,241633.392,26346.32,96352.256,149684.0,32032.375999999997,2544.628,98641.75600000002
Vizianagaram,592458.0,183069.522,19551.113999999998,63393.006,157056.0,31411.2,2984.064,104285.18400000001
Visakhapatnam,718847.0,213497.55899999998,23003.104,153833.258,660493.0,112283.81,7265.423000000001,551511.655
East Godavari,1199479.0,364641.61600000004,46779.681,563755.13,406362.0,84929.658,6908.154,354754.026
West Godavari,1007255.0,302176.5,48348.24,593273.1950000001,248373.0,52406.70300000001,5464.206000000001,220306.85100000002
Krishna,909292.0,280061.93600000005,40008.848000000005,511022.10400000005,567042.0,113975.44200000001,9639.714,527349.06
Guntur,1069877.0,331661.87,44934.834,497492.805,513113.0,112371.74699999999,9749.146999999999,442816.519
Prakasam,873486.0,260298.828,36686.412000000004,244576.08000000002,214089.0,45386.868,4281.78,165704.88600000003
Sri Potti Sriramulu Nellore,689137.0,192269.223,29632.891000000003,175729.935,264376.0,43886.416000000005,5023.143999999999,208328.288
Y.S.R.,590589.0,129338.991,15355.314000000002,167727.276,293504.0,54591.744000000006,3228.5440000000003,232161.664
Kurnool,783853.0,211640.31,25867.149,216343.428,306982.0,64466.22,4297.748,223175.91400000002
Anantapur,902997.0,195950.349,26186.913,198659.34,341431.0,71359.079,4438.603,260170.422
Chittoor,344332.189274448,77130.41039747636,12740.291003154576,67489.10909779182,395900.0,58197.3,4750.8,322658.5
Belgaum,962777.0,370669.145,45250.51900000001,178113.745,356198.0,90830.49,6767.762,257887.35200000004
Bagalkot,324799.0,139338.771,16889.548000000003,23385.528000000002,165858.0,54567.28200000001,6136.746,70489.65000000001
Bidar,287134.0,162804.978,14356.7,25267.792,102269.0,30680.7,3068.07,69645.189
Raichur,330446.0,142752.67200000002,23461.666,33044.6,125402.0,38749.218,4514.472000000001,63202.608
Koppal,272968.0,107549.39199999999,14194.336000000001,32756.16,64681.0,17269.827,2393.197,31305.604
Gadag,180066.0,75267.588,9183.366,16566.072,111906.0,39950.442,3804.8039999999996,47336.238
Dharwad,199707.0,80681.628,7788.572999999999,46132.317,283397.0,82185.13,5667.9400000000005,232385.54
Uttara Kannada,334281.0,160789.161,21393.984,169146.18600000002,140511.0,52410.603,4496.352,113251.866
Haveri,315076.0,141469.124,15753.800000000001,88851.432,98488.0,29447.911999999997,2856.152,68646.13600000001
Bellary,371604.0,148269.996,20066.616,44964.083999999995,251876.0,72540.288,7556.28,159941.26
Chitradurga,349704.0,157366.80000000002,20632.536,66793.464,97644.0,30953.147999999997,1952.88,72158.91600000001
Davanagere,354680.0,163507.48,20571.44,105694.64,176011.0,54035.377,4928.308,142392.899
Shimoga,352444.0,161419.35199999998,25728.411999999997,217810.392,201662.0,64935.164000000004,6453.184,176857.57400000002
Udupi,269817.0,93086.865,11332.314000000002,225567.012,115572.0,28893.0,2427.012,110949.12
Chikmagalur,311660.0,141805.30000000002,17141.3,168608.06,80766.0,24633.63,2342.214,72204.804
Tumkur,685443.0,280346.187,39755.694,125436.069,204799.0,57138.920999999995,5119.975,168959.17500000002
Bangalore,300576.0,86565.888,7514.400000000001,224830.848,2967384.0,590509.416,32641.224000000006,2872427.712
Mandya,458867.0,202819.21400000004,20649.015,126188.425,103435.0,31961.415,3206.485,88850.66500000001
Hassan,496103.0,241602.16100000002,30758.386000000002,132459.501,132878.0,39464.766,3189.072,119457.32200000001
Dakshina Kannada,332919.0,135830.952,12318.003,293301.63899999997,317373.0,83469.099,5077.968000000001,309756.04799999995
Kodagu,181182.0,72472.8,8334.372,142771.416,31792.0,10618.528,1017.3440000000002,30838.24
Mysore,540596.0,259486.08000000002,28651.588,145960.92,380386.0,108410.01000000001,8368.492,358323.612
Chamarajanagar,262680.0,124773.0,18387.600000000002,40452.72,57200.0,21392.8,2574.0,36779.6
Gulbarga,400704.0,173905.536,14826.048,18031.68,199303.0,57399.264,2989.545,135924.646
Yadgir,207787.0,106386.944,11428.285,8934.841,55208.0,18991.552,1601.032,22193.616
Kolar,326567.0,133565.903,16654.917,83274.585,151042.0,47729.272000000004,2416.672,121135.68400000001
Chikkaballapura,315649.0,120893.567,15466.801000000001,72599.27,94053.0,26240.786999999997,1504.8480000000002,79286.67899999999
Bangalore Rural,231052.0,84333.98,8548.924,174444.26,95410.0,27764.31,1621.97,87109.33
Ramanagara,266950.0,116123.25,18152.600000000002,74746.0,84834.0,29013.228000000003,2714.688,75078.09
North Goa,115859.0,26647.57,2085.462,79595.13300000002,209230.0,41009.08000000001,2301.53,178473.19
South Goa,88620.0,20737.079999999998,1772.4,65401.560000000005,162873.0,39741.011999999995,2443.0950000000003,138767.796
Lakshadweep,5289.0,2161.0854,92.02860000000001,5186.3934,15953.0,2284.4696,76.5744,15587.6763
Kasaragod,251641.0,80273.47899999999,19124.716,223457.208,166164.0,30740.34,4486.428000000001,160514.424
Kannur,306288.0,95255.56800000001,18989.856,294955.344,566191.0,109841.05399999999,11890.011,557698.135
Wayanad,266183.0,94228.78199999999,23956.47,244089.81100000002,11805.0,4722.0,649.275,11250.165
Kozhikode,323793.0,87747.903,21370.338,314079.21,666543.0,128642.79900000001,23995.548000000003,654545.226
Malappuram,634543.0,175133.86800000002,26650.806,612333.995,522586.0,111310.81800000001,13064.65,514747.21
Palakkad,665899.0,235728.24599999998,35958.546,587322.9180000001,228442.0,64192.202000000005,7538.586,216791.458
Thrissur,336748.0,118535.29600000002,17174.147999999997,326308.81200000003,715119.0,203808.915,29319.879,702961.9770000001
Ernakulam,369694.0,109429.424,18484.7,358233.48600000003,804997.0,179514.331,24954.907000000003,791312.051
Idukki,391610.0,172700.01,32503.630000000005,347358.07,20823.0,4893.405,291.522,20677.238999999998
Kottayam,481967.0,168688.45,22170.481999999996,462688.32,196194.0,51991.41,5101.044000000001,192662.508
Alappuzha,331419.0,99094.281,25519.263000000003,301259.87100000004,392117.0,104695.239,25487.605,371334.799
Pathanamthitta,414992.0,125327.584,20334.608,388847.504,57848.0,13709.975999999999,1619.744,55534.08
Kollam,523715.0,156590.785,39278.625,487054.95,401415.0,97945.26000000001,22077.825,386964.06
Thiruvananthapuram,559293.0,191278.206,57047.886,513990.26700000005,609824.0,157944.416,37199.264,587260.512
Thiruvallur,387237.0,125464.78799999999,12778.820999999998,109588.071,732196.0,132527.47600000002,7321.96,650190.048
Kancheepuram,438799.0,139099.283,10092.377,128568.10700000002,774705.0,136348.08000000002,6197.64,663147.48
Vellore,653499.0,181672.722,15030.476999999999,125471.80799999999,486801.0,102228.21,7302.015,346602.31200000003
Tiruvannamalai,563102.0,163299.58000000002,12951.346,70387.75,147061.0,27500.407,1911.7930000000001,95736.711
Viluppuram,808042.0,290895.12,16160.84,106661.544,159272.0,37906.736000000004,2389.08,104482.432
Salem,572813.0,184445.78600000002,13174.698999999999,83630.698,597539.0,145799.516,7768.0070000000005,328048.91099999996
Namakkal,370357.0,94070.67799999999,6666.4259999999995,115551.384,257127.0,62481.861000000004,3085.524,140391.342
Erode,411286.0,117627.79600000002,8225.72,138603.382,432398.0,102910.724,4756.378000000001,275869.924
The Nilgiris,112126.0,38795.596000000005,2354.646,47429.298,151979.0,55320.356,2887.6009999999997,89515.631
Dindigul,443818.0,139802.67,7988.724,83881.602,269724.0,69858.516,3776.136,154821.576
Karur,212241.0,61549.89,4669.302000000001,48815.43,152420.0,30636.420000000002,1371.78,102273.82
Tiruchirappalli,452707.0,134906.686,10864.968,108649.68000000001,423020.0,90526.28,5076.24,313880.84
Perambalur,155413.0,46934.725999999995,3419.0860000000002,24244.428,33179.0,5607.251,298.61100000000005,18314.808
Ariyalur,223955.0,84878.945,7614.47,31801.61,30322.0,8399.194,606.44,15555.186
Cuddalore,497429.0,193499.881,11938.295999999998,98988.371,260780.0,68845.92,3911.7000000000003,178895.08000000002
Nagapattinam,399016.0,178360.15200000003,12768.512000000002,124492.992,118724.0,36804.44,2849.3759999999997,82750.62800000001
Thiruvarur,321331.0,143956.288,13174.570999999998,101219.265,86848.0,24230.591999999997,1476.4160000000002,63225.344
Thanjavur,479070.0,206479.17,21558.15,137972.16,274302.0,78724.674,5486.04,205177.89599999998
Pudukkottai,399712.0,157886.24,16787.904000000002,70749.02399999999,104229.0,26161.479000000003,1667.6640000000002,72230.697
Sivaganga,309224.0,98024.00799999999,9276.72,73904.536,143193.0,31502.46,2004.7019999999998,112406.505
Madurai,417718.0,134087.478,8772.078000000001,86467.626,592723.0,102541.07900000001,4741.784000000001,502629.104
Theni,189328.0,66643.456,3975.888,46953.344000000005,221295.0,66167.205,2876.835,115073.40000000001
Virudhunagar,363782.0,98221.14,6184.294000000001,53112.172000000006,370942.0,71591.80600000001,3338.478,173971.798
Ramanathapuram,290478.0,99924.432,8714.34,65357.55,126761.0,31817.011000000002,2028.1760000000002,89493.266
Thoothukkudi,336078.0,112586.13,6721.56,94773.996,300661.0,69753.352,3908.593,219783.191
Tirunelveli,547962.0,166032.486,8767.392000000002,181923.38400000002,516705.0,129692.955,5683.755,325007.445
Kanniyakumari,104253.0,37114.06800000001,2814.8310000000006,86634.24299999999,493788.0,162950.04,14813.64,436508.59200000006
Dharmapuri,396819.0,131347.089,9920.475,42459.633,91107.0,20954.61,1457.7120000000002,53753.130000000005
Krishnagiri,437988.0,143222.07600000003,9635.736,84093.696,142552.0,26087.016000000003,855.312,111618.216
Coimbatore,284795.0,78033.83,4556.72,94836.735,884957.0,213274.63700000005,7079.656000000001,689381.5030000001
Tiruppur,356886.0,98500.536,6067.062,110277.774,538022.0,126973.19200000001,3766.1539999999995,403516.5
Pondicherry,87296.0,27847.424,2269.696,31251.967999999997,203741.0,38710.79,2444.892,168086.325
Karaikal,35618.0,13107.423999999999,747.9780000000001,16954.168,33715.0,7080.150000000001,404.58,25083.96
North  and Middle Andaman,39091.0,17317.313,1055.457,18763.68,1094.0,611.546,72.204,613.734
South Andaman,34901.0,11691.835000000001,1221.535,22580.947000000004,50631.0,10835.034,607.572,44454.018
